business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence,instagram_confidence,ig_verified,ig_verify_date,whatsapp,email,tiktok_url,youtube_url,twitter_url,other_social_urls,description_full
Clínica de Especialidades Médicas San Gabriel,services,Puerto Viejo,9.655084,-82.753838,0.069,pass,area_included:Puerto Viejo,array,+506 2750 0848,+50627500848,,,,https://www.facebook.com/ClinicaDeEspecialidadesMedicasSanGabriel,13864196564288057579,2026-02-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-de-especialidades-medicas-san-gabriel/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50688708029,,,,,,"Full service private medical clinic with a variety of services including 24 hour emergency care, pharmacy, pediatrics, gynecology, and general medical services. Covid tests for travel.  Replaces the previous Sunimedica clinic."
Clínica Dental Yani,services,Puerto Viejo,9.656159,-82.746072,0.797,pass,area_included:Puerto Viejo,array,+506 8868 1439,+50688681439,,,,https://www.facebook.com/DentalYani,15014437406187691360,2025-09-10,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-dental-yani/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50688681439,,,,,,Dental clinic with Dr. Felipe Martínez
"Hone Creek Clinic - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.652862,-82.798144,4.924,pass,area_included:Hone Creek,array,+506 2756-8022,+50627568022,,,,,8437643615710257437,2025-06-14,active,https://www.puertoviejosatellite.com/en/hone-creek/hone-creek-clinic/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Nearest Public Clinic to Puerto Viejo.
Laboratorio Bioclinic,services,Puerto Viejo,9.657069,-82.753918,0.198,pass,area_included:Puerto Viejo,array,+506 2750 0450,+50627500450,,laboratoriobioclinic,https://www.instagram.com/laboratoriobioclinic/,https://www.facebook.com/Laboratorio-Bioclinic-Puerto-Viejo-380254682030300/,2511122372422782678,2026-03-25,active,https://www.puertoviejosatellite.com/en/puerto-viejo/laboratorio-bioclinic/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50689509101,,,,,,"Medical lab. Blood and urine tests, covid tests, etc."
"Laboratorio Clínico Leysa - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9.654046,-82.761461,0.907,pass,area_included:Playa Negra,array,+506 8655 5082,+50686555082,,,,https://www.facebook.com/laboratorioleysa,9649342109201810481,2025-08-01,active,https://www.puertoviejosatellite.com/en/playa-negra/laboratorio-clinico-leysa/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Performs stool, urine, reproductive, COVID-19, hematology, blood chemistry, hormones, medications, drug abuse, immunology, tumor markers, bacterial and fungal smears and cultures, and water analysis."
Lavandería La Estrella,services,Puerto Viejo,9.657528,-82.746558,0.776,pass,area_included:Puerto Viejo,array,+506 8719 5961,+50687195961,,,,,,2026-02-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/lavanderia-la-estrella/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Laundry, drop off service only, no self-service."
Washboard,services,Puerto Viejo,9.658607,-82.748591,0.627,pass,area_included:Puerto Viejo,array,+506 6080 5555,+50660805555,,washboard.cr,https://www.instagram.com/washboard.cr,,8840035579056537434,2026-02-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/washboard/,,,,verified,true,2026-07-04,+50660805555,,,,,,"Cafe, laundromat and bar, providing self-service machines where you have the option to wait for your washing and enjoy coffee, cakes or a cocktail. They also provide a full service, if you would like to leave your clothes with them and return later."
"We Do Laundry - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.657919,-82.797388,4.841,pass,area_included:Hone Creek,array,+506 8363 5804,+50683635804,,,,https://www.facebook.com/wedolaundrycr,,2025-09-28,active,https://www.puertoviejosatellite.com/en/hone-creek/we-do-laundry/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Express laundry service. Dropoff service, pickup and delivery. Dry cleaning. Ironing."
Aloha Skincare and Wellness,services,Puerto Viejo,9.656664,-82.754087,0.165,pass,area_included:Puerto Viejo,array,+506 8310 1665,+50683101665,,aloha.spaestetica,https://www.instagram.com/aloha.spaestetica,https://www.facebook.com/Aloha-Caribe-Wellness-187001214674982/,565813449899308633,2026-01-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/aloha-skincare-and-wellness/,,,,verified,true,2026-07-04,,,,,,,"Day spa offering relaxing massage, trigger point therapy, deep tissue massage, lymphatic massage, facials"
Ambar Tattoo Space,services,Puerto Viejo,9.658929,-82.749726,0.555,pass,area_included:Puerto Viejo,array,+506 7163 1076,+50671631076,,ambar.tattoospace,https://www.instagram.com/ambar.tattoospace,,3494255912740671382,2026-03-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/ambar-tattoo-space/,,,,verified,true,2026-07-04,,,,,,,
Caribe Love Tattoo,services,Puerto Viejo,9.655737,-82.754061,0.091,pass,area_included:Puerto Viejo,array,+506 6006 2347,+50660062347,,caribelovetattoo,https://www.instagram.com/caribelovetattoo,https://www.facebook.com/CaribeLoveTattoo,16552705196228924381,2026-03-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/caribe-love-tattoo/,,,,verified,true,2026-07-04,+50660062347,,,,,,Tattoos and piercings. Women owned. Contact them to book or walk ins welcome.
Cosmos Puerto Viejo Tattoo,services,Puerto Viejo,9.657099,-82.753872,0.199,pass,area_included:Puerto Viejo,array,+506 8483 3243,+50684833243,,cosmos.puertoviejotattoo,https://www.instagram.com/cosmos.puertoviejotattoo,https://www.facebook.com/puertoviejotattoo,12833664519499680091,2026-03-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cosmos-puerto-viejo-tattoo/,,,,verified,true,2026-07-04,+50684833243,,,,,,Tattoos and piercings. But appointment or walk in.
Earth to Skin,services,Puerto Viejo,9.64952,-82.737008,1.902,pass,area_included:Puerto Viejo,array,,,,earthtoskin,https://www.instagram.com/earthtoskin/,https://www.facebook.com/profile.php?id=61577075530159,,2026-03-26,active,https://www.puertoviejosatellite.com/en/puerto-viejo/earth-to-skin/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,,,,,,,"An embodied connection experience which 
includes partner yoga (no experience/partner needed), organic blue clay ritual & sunset circle.
Locations may vary around Puerto Viejo/Cocles; exact venue shared upon booking. Bookings via website/WhatsApp."
"Indulgence Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.650195,-82.736623,1.918,pass,area_included:Cocles,array,+506 2750 0536,+50627500536,,_indulgencespa,https://www.instagram.com/_indulgencespa,https://www.facebook.com/indulgencespacocles,12067959796908866585,2025-09-02,active,https://www.puertoviejosatellite.com/en/cocles/indulgence-spa/,,,,verified,true,2026-07-04,,,,,,,"Relaxing and deep tissue massage. Bikini waxing, manicure, pedicure, beauty salon. All natural, local products. Located at La Costa de Papito Hotel."
"Kona Wellness Shala - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.654121,-82.754702,0.209,pass,area_included:Cocles,array,+506 8686 5662,+50686865662,,konashala,https://www.instagram.com/konashala,,11573433909437604022,2025-10-22,active,https://www.puertoviejosatellite.com/en/cocles/kona-wellness-shala/,,,,verified,true,2026-07-04,,,,,,,"Wellness studio offering yoga, meditation and other classes"
Mendez Barber Shop,services,Puerto Viejo,9.638165,-82.71215,4.901,pass,area_included:Puerto Viejo,array,+506 8363 8676,+50683638676,,mendezbarbershop_cr,https://www.instagram.com/mendezbarbershop_cr,https://www.facebook.com/Roots-Barber-Shop-337786386865648/,5529719550027810747,2025-12-18,active,https://www.puertoviejosatellite.com/en/puerto-viejo/mendez-barber-shop/,,,,verified,true,2026-07-04,,,,,,,Barber shop for men and women. Specializes in braids and designs shaved into hair. There is a second location in Cocles.
"Octo Salon - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,9.655742,-82.755236,0.216,pass,area_included:Playa Chiquita,array,+506 6314 4363,+50663144363,,,,https://www.facebook.com/OctoSalon,18191801259759644864,2025-08-19,active,https://www.puertoviejosatellite.com/en/playa-chiquita/octo-salon/,,,,removed,false,2026-07-04,,,,,,,Full service hair salon with a full range of offerings.
Old Harbour Gym,services,Puerto Viejo,9.657679,-82.746598,0.777,pass,area_included:Puerto Viejo,array,,,,,,,10525434517969119413,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/old-harbour-gym/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Gym with a selection of exercise machines and free weights. Located above Old Harbour Supermarket.
Pure Jungle Spa,services,Puerto Viejo,9.630028,-82.721203,4.51,pass,area_included:Puerto Viejo,array,+506 2756 8413,+50627568413,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d1427184-Reviews-Pure_Jungle_Spa-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,purejunglespa,https://www.instagram.com/purejunglespa,https://www.facebook.com/PUREJungleSpa,,2026-02-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/pure-jungle-spa/,,,,verified,true,2026-07-04,,,,,,,"Spa offering massage, facials and other treatments using fresh natural local ingredients."
"Pure Love Liberation - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.734624,-82.847869,13.603,pass,area_included:Cocles,array,+506 8493 3668,+50684933668,,pureloveliberation,https://www.instagram.com/pureloveliberation,https://www.facebook.com/profile.php?id=100092371575697,,2025-08-02,active,https://www.puertoviejosatellite.com/en/cocles/pure-love-liberation/,,,,verified,true,2026-07-04,,,,,,,"Healing space in the jungle offering massages & energy treatments, deep tissue massage, relaxation massage, Thai yoga massage, cranial sacral therapy, reiki and energy healing, psychedelic sessions (bufo & psilocybin), sound bath journeys and private retreats. Since 2008 Issa Karuna has been supporting the well-being of people. She offers all her sessions and retreats with loving attention and healing intention."
"Surya Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.653562,-82.75216,0.24,pass,area_included:Cocles,array,+506 8697 9863,+50686979863,,,,,1958769090411140405,2025-07-23,active,https://www.puertoviejosatellite.com/en/cocles/surya-spa/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Spa offering massages and other wellness treatments, available for both Cariblue hotel guests and non-guests."
Svastha Yoga & Ayurveda Café,services,Puerto Viejo,9.656252,-82.755525,0.262,pass,area_included:Puerto Viejo,array,+506 6423 3726,+50664233726,,svasthacr,https://www.instagram.com/svasthacr,https://www.facebook.com/svasthacr,8317123943686846949,2026-03-22,active,https://www.puertoviejosatellite.com/en/puerto-viejo/svastha-yoga-and-ayurveda-cafe/,,,,verified,true,2026-07-04,,,,,,,"Yoga classes and ayurvedic vegetarian restaurant. 12-bed hostel offering shared accommodation for groups, individual travelers or retreats. In the same space which was previously named Amaser. 4.8 / 5 rating on Google Maps  9.0 / 10 rating on Booking.com"
La Tinta Tropical,services,Puerto Viejo,9.657462,-82.754819,0.283,pass,area_included:Puerto Viejo,array,+506 8948 9183,+50689489183,,latintatropical,https://www.instagram.com/latintatropical,https://www.facebook.com/damiancalandra,3486593641699246622,2026-04-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-tinta-tropical/,,,,verified,true,2026-07-04,,,,,,,
Vol'Air Dance Studio,services,Puerto Viejo,9.655169,-82.755481,0.24,pass,area_included:Puerto Viejo,array,+506 8301 9933,+50683019933,,,,https://www.facebook.com/VolAir-Danza-A%C3%A9rea-Puerto-Viejo-797120296984839/,12543675730712426029,2026-04-01,active,https://www.puertoviejosatellite.com/en/puerto-viejo/vol-air-dance-studio/,,,,removed,false,2026-07-04,,,,,,,"Offers fitness and dance classes such as aerials, yoga, zumba and circus."
Puerto Viejo Dogs,services,Puerto Viejo,9.658767,-82.749419,0.567,pass,area_included:Puerto Viejo,array,+506 2756 8306,+50627568306,,puertoviejodogs,https://www.instagram.com/puertoviejodogs/,https://www.facebook.com/groups/pvdogs9/,,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-dogs/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50685254863,,,,,,"An animal relief effort working in the area of Puerto Viejo. They do mostly dog relief but we do some cats as well. Their Mission is to bring relief to the area stray domestic animal population as well as population control through the humane method of spaying and neutering. If you are living in the area or here for a while you may also want to join the Puerto Viejo Dogs facebook group where there's information on current happenings and volunteer needs.Donations can be made at Clínica Veterinaria Arroyo y Solano or contact via the facebook page or group or, if you're out of the country, on the Puerto Viejo Satellite donation page."
Central de Mascotas,services,Puerto Viejo,9.652144,-82.797593,4.869,pass,area_included:Puerto Viejo,array,+506 2750 0529,+50627500529,,,,,7240010806083907203,2025-10-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/central-de-mascotas/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Pet supplies and food. Veterinarian available several days per week by appointment.
Clínica Veterinaria Arroyo y Solano,services,Puerto Viejo,9.736005,-82.841876,13.213,pass,area_included:Puerto Viejo,array,+506 2756 8306,+50627568306,,,,https://www.facebook.com/veterinariaarroyosolano,15400950969629438728,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clinica-veterinaria-arroyo-y-solano/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Veterinary clinic with doctors Arroyo and Solano. Pet supplies and food.
"Clinica Veterinaria Green Vet - Hone Creek, Limón, Costa Rica",services,Hone Creek,9.655948,-82.754818,0.177,pass,area_included:Hone Creek,array,+506 7005 7723,+50670057723,,greenvet.honecreek,https://www.instagram.com/greenvet.honecreek,https://www.facebook.com/Green-Vet-Cahuita-530145661238959/,13987590870242443651,2025-10-04,active,https://www.puertoviejosatellite.com/en/hone-creek/clinica-veterinaria-green-vet/,,,,verified,true,2026-07-04,+50670057723,,,,,,"Dr Ileana Nuñez offers mobile veterinarian care in Puerto Viejo, Cahuita and area and at her office in Hone Creek."
Ciclo Tuanis,services,Puerto Viejo,9.644746,-82.728838,2.932,pass,area_included:Puerto Viejo,array,+506 2750 3222,+50627503222,,,,,13918274438659118327,2026-02-25,active,https://www.puertoviejosatellite.com/en/puerto-viejo/ciclo-tuanis/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,One of the larger bike rental places in town. Friendly. Repairs.
Puerto Viejo Bike Rentals,services,Puerto Viejo,9.655979,-82.754798,0.176,pass,area_included:Puerto Viejo,array,+506 7264 7530,+50672647530,,puertoviejobikerentals,https://www.instagram.com/puertoviejobikerentals,,8630472141589888435,2026-02-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-bike-rentals/,,,,verified,true,2026-07-04,,,,,,,Bicycle rentals. Adult and kids bikes. Child seats and trailers. Surf racks. Delivery and road-side assistance.
"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.656633,-82.755572,0.284,pass,area_included:Cocles,array,+506 8825 9227,+50688259227,,puraride_rent,https://www.instagram.com/puraride_rent,https://www.facebook.com/ciclococles,5955362533549979086,2025-08-20,active,https://www.puertoviejosatellite.com/en/cocles/pura-ride-by-ciclo-cocles/,,,,verified,true,2026-07-04,+50688259227,,,,,,"Motorcycle, bicycle, scooter and ATV rentals, repairs and sales. ATV tours. They have 5 locations in the Puerto Viejo area including this original location in Cocles which was previously called Ciclo Cocles, as well as 3 locations in Puerto Viejo town and one in Playa Negra."
Cerrajería Paris,services,Puerto Viejo,9.747332,-82.859364,15.48,pass,area_included:Puerto Viejo,array,+506 6085 1666,+50660851666,,cerrajeriaparis,https://www.instagram.com/cerrajeriaparis,https://www.facebook.com/p/Cerrajeria-Par%C3%ADs-Puerto-Viejo-100064036263764/,6040828318272438452,2025-10-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/cerrajeria-paris/,,,,verified,true,2026-07-04,,,,,,,"Locksmith, key cutting for home and auto. Call for emergency lockouts"
PC Caribe Soluciones Informáticas,services,Puerto Viejo,9.637428,-82.707263,5.428,pass,area_included:Puerto Viejo,array,+506 6018 0708,+50660180708,,,,https://www.facebook.com/pccaribe2012,15750093614330541423,2025-09-15,active,https://www.puertoviejosatellite.com/en/puerto-viejo/pc-caribe-soluciones-informaticas/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Julio Saravia offers computer repairs, web design, networking, cell repairs and unlocking."
"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,9.635835,-82.705615,5.662,pass,area_included:Playa Chiquita,array,+506 2750 0754,+50627500754,https://centroeducativoplayachiquita.com/,,,https://www.facebook.com/profile.php?id=100083656052126,,2025-10-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/centro-educativo-playa-chiquita-punta-uva/,,,,removed,false,2026-07-04,,,,,,,Private school offering classes for students from Kindergarten to Grade 6 (ages 3.5 to 12). Classes in Spanish following Costa Rican curriculum. See the  education page for more info. They also offer programs such as Muay Thai kickboxing and a soccer club which are available as well to kids who are not registered in the full time classes. Also known as Caribe Sur School.
"Proyecto Educativo Semillas de Paz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,9.655624,-82.750442,0.314,pass,area_included:Playa Chiquita,array,+506 2756 8325,+50627568325,,,,https://www.facebook.com/jardinlassemillas,,2025-09-05,active,https://www.puertoviejosatellite.com/en/playa-chiquita/proyecto-educativo-semillas-de-paz/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50686334195,,,,,,"Offering classes to students at the nursery, kindergarten and preparatory levels (up to about age 6). They also offer continuing education programs for adults. Previously called Jardín Infantil Las Semillas. Located in the space of the former Caribe Azul Centro de Aprendizaje Independiente school (which closed in December 2018)."
Eñe Spanish Teachers,services,Puerto Viejo,9.655259,-82.75327,0.016,pass,area_included:Puerto Viejo,array,+506 7286 5336,+50672865336,,,,,8716363808718267189,2025-11-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/ene-spanish-teachers/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,+50671710879,,,,,,"A group of qualified, independent teachers, operating in the whole Puerto Viejo area, offers Spanish Classes in the quiet and comfort of your Caribbean residence. Spanish Courses for all levels. Private or group lessons. Choose between 4 different Spanish Programs the one fits you best."
Spanish by the Sea,services,Puerto Viejo,9.756165,-82.867946,16.836,pass,area_included:Puerto Viejo,array,+506 8799 8992,+50687998992,,spanishbythesea,https://www.instagram.com/spanishbythesea/,https://www.facebook.com/Spanish-by-the-Sea-Puerto-Viejo-Costa-Rica-1443355352604549/,439116677363621136,2025-05-12,active,https://www.puertoviejosatellite.com/en/puerto-viejo/spanish-by-the-sea/,direct_profile_check,2026-07-04,high,high,true,2026-07-04,+50687998992,,,,,,"Offering Spanish classes in a tropical setting and a relaxed atmosphere. Private and group classes. Can arrange accommodation with  options including hostel beds, private rooms and homestay"
Spanish School Pura Vida,services,Puerto Viejo,9.635481,-82.72692,3.643,pass,area_included:Puerto Viejo,array,+506 8570 9768,+50685709768,,,,https://www.facebook.com/spanishschool.puravida,15049167550943815650,2026-03-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/spanish-school-pura-vida/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Spanish immersion school offering group lessons by the week or private lessons hourly. Courses include excursions. Classes held at their school inside Hotel Pura Vida or at their Playa Negra campus.
"Veronica's Place Cooking Class - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.657008,-82.755517,0.302,pass,area_included:Cocles,array,+506 8918 3238,+50689183238,,,,https://www.facebook.com/veronicasplacecr,14733147586219926929,2025-06-13,active,https://www.puertoviejosatellite.com/en/cocles/veronicas-place-cooking-class/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Cooking classes and permaculture farm from long time Puerto Viejo resident Veronica. The classes focus on vegetarian and vegan Caribbean cooking. There are also some accommodation options and occasional book in advance vegetarian meals.
"Correos de CR - Playa Negra, Puerto Viejo, Limón, Costa Rica",services,Playa Negra,9.657326,-82.754821,0.271,pass,area_included:Playa Negra,array,,,,CorreosCR,https://www.instagram.com/CorreosCR,https://www.facebook.com/CorreosdeCostaRica,15619291854434631434,2025-08-19,active,https://www.puertoviejosatellite.com/en/playa-negra/correos-de-cr/,,,,verified,true,2026-07-04,,,,,,,"Post office. Mail your letters and parcels here. The mailing address is Correos de CR, Puerto Viejo de Talamanca, 70403, Costa Rica"
Elena De Luca Studio,services,Puerto Viejo,9.651797,-82.738416,1.68,pass,area_included:Puerto Viejo,array,+506 7264 7530,+50672647530,,elenadelucastudio,https://www.instagram.com/elenadelucastudio,,4794006171803715674,2026-03-18,active,https://www.puertoviejosatellite.com/en/puerto-viejo/elena-de-luca-studio/,,,,verified,true,2026-07-04,,,,,,,"Professional photography and design services. Portrait photography, advertising photography and graphic design."
Puerto Viejo Multicentro,services,Puerto Viejo,9.651857,-82.738888,1.628,pass,area_included:Puerto Viejo,array,,,,,,,11540051154473046732,2025-12-29,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-viejo-multicentro/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Multi-use building which houses several offices, community organizations and has a meeting room which can be rented for events. Also has a plant nursery and scooter rentals."
Sea Breeze Events,services,Puerto Viejo,9.657494,-82.753373,0.233,pass,area_included:Puerto Viejo,array,,,,seabreezeevents,https://www.instagram.com/seabreezeevents,https://www.facebook.com/seabreezeeventscr,,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/sea-breeze-events/,,,,verified,true,2026-07-04,,,,,,,Organizer of events and weddings all around Puerto Viejo.
"Black Shack Surf School - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.650458,-82.737379,1.83,pass,area_included:Cocles,array,+506 7106 9930,+50671069930,,blackshack_surf_school.cr,https://www.instagram.com/blackshack_surf_school.cr,https://www.facebook.com/blackshack.surf.school,11736483113495327139,2026-01-30,active,https://www.puertoviejosatellite.com/en/cocles/black-shack-surf-school/,,,,verified,true,2026-07-04,,,,,,,"Professional surf school, located at Cocles beach (right in front of Cariblue hotel). The school was founded by Ronald Brown, professional surfer, born and raised in Puerto Viejo. They offer surf lessons for all levels, from beginners to advanced. Ronald has spent the last twenty years of his life competing all over the world and since 2017 he has been dedicating his time offering surf lessons in the area of Puerto Viejo."
"Surf Meds Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.501593,-82.613961,22.933,pass,area_included:Cocles,array,+506 8566 9444,+50685669444,https://www.anrdoezrs.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FAttraction_Review-g1212465-d13531848-Reviews-Surf_Meds_Caribe-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,surf_meds_caribe,https://www.instagram.com/surf_meds_caribe,,,2025-08-06,active,https://www.puertoviejosatellite.com/en/cocles/surf-meds-caribe/,,,,verified,true,2026-07-04,,,,,,,"Surf company that offers surf lessons, equipment rentals, and surf and SUP tours for everyone, beginners to advanced, ages 3 and up."
Surf the Jungle Surf School Adventures,services,Puerto Viejo,9.504722,-82.615203,22.583,pass,area_included:Puerto Viejo,array,+506 8710 4148,+50687104148,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Attraction_Review-g309265-d10797817-Reviews-Surf_the_Jungle_Surf_School_Adventures-Puerto_Viejo_de_Talamanca_Province_of_Lim.html,surfthejungle_surfschool,https://www.instagram.com/surfthejungle_surfschool,https://www.facebook.com/surfthejungle,14229054643032701360,2026-02-16,active,https://www.puertoviejosatellite.com/en/puerto-viejo/surf-the-jungle-surf-school-adventures/,,,,verified,true,2026-07-04,+50687104148,,,,,,"Surf school offering offering private clinics and all inclusive packages, personalized for you. Ocean-certified lifeguards, professional surf instructors, surf experts and enthusiasts. Founder Misael Brown is a free surfer and surf ISA certified instructor with more than 20 years of experience."
"Tico Surf and Skate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,9.50236,-82.613728,22.886,pass,area_included:Cocles,array,+506 2750 3063,+50627503063,,ticosurfcaribe,https://www.instagram.com/ticosurfcaribe,,1318668082841675164,2025-05-17,active,https://www.puertoviejosatellite.com/en/cocles/tico-surf-and-skate/,,,,verified,true,2026-07-04,,,,,,,Shop offering surf and skate gear and clothing. Surf lessons. Bike rentals.
"Cacao Trails Bole - Hone Creek, Limón, Costa Rica",tour_company,Hone Creek,9.674927,-82.803435,5.909,pass,area_included:Hone Creek,array,+506 2756 8186,+50627568186,,cacaotrailsbole,https://www.instagram.com/cacaotrailsbole,https://www.facebook.com/cacaotrails,904701918920547958,2025-08-28,active,https://www.puertoviejosatellite.com/en/hone-creek/cacao-trails-bole/,,,,verified,true,2026-07-04,,,,,,,"Chocolate tour and Caribbean & indigenous chocolate museum & factory. Old cacao plantations, machines and objects, photographs and cacao history. Indian style, organic chocolate factory. Botanical Gardens, Boat tour down the Carbon River."
"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tour_company,Cocles,9.644741,-82.727928,3.023,pass,area_included:Cocles,array,+506 8705 4250,+50687054250,,,,https://www.facebook.com/caribehorse,13961717934939865032,2025-08-11,active,https://www.puertoviejosatellite.com/en/cocles/caribe-horse-riding-club/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,"Guided horseback riding tours. The healthy and sweet horses were rescued and now they live a second life surrounded by love and attention. Provides full service high quality rides, with all the safety possible, on the beach, in the jungle or both, with a professional local guide. Adults and Children, all levels are welcome. English, Spanish, Italian, Polish spoken. Tours leave from in front of Le Caméléon. Get more information on the horseback riding tours offered"
"Ceibo Adventure - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Chiquita,9.635477,-82.712717,4.97,pass,area_included:Playa Chiquita,array,+506 8475 3859,+50684753859,https://www.tkqlhce.com/click-2369666-12246271?url=https%3A%2F%2Fwww.tripadvisor.ca%2FAttraction_Review-g309265-d25227055-Reviews-Ceibo_Adventure_Caribe-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,thegreenjunglehouse,https://www.instagram.com/thegreenjunglehouse,https://www.facebook.com/thegreenjunglehouse,,2025-09-05,active,https://www.puertoviejosatellite.com/en/playa-chiquita/ceibo-adventure/,,,,verified,true,2026-07-04,,,,,,,"Giant ceibo tree over 65m high, with 3 platforms. Each of the three platforms has different activities possible. 
The first has a transparent tent where a couple could spend the night and see the stars. In the second there is a rope swing. In the third is the viewpoint, where you can see the Caribbean Sea and the magnitude of the tropical forest. They also offer day and night walks through the tropical forest. Located at Green Jungle House."
Exploradores Outdoors,tour_company,Puerto Viejo,9.65901,-82.750715,0.491,pass,area_included:Puerto Viejo,array,+506 2750 2020,+50627502020,,,,https://www.facebook.com/raftingcr,16305114679791493305,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/exploradores-outdoors/,direct_profile_check,2026-07-04,high,removed,false,2026-07-04,,,,,,,Puerto Viejo office of the tour company known for their rafting trips all over Costa Rica. Get more information on our favorite rafting trips:&rarr; Pacuare River one day rafting trip&rarr;  Pacuare River two day rafting trip&rarr; Reventazon River one day rafting trip
