business_name,category,area,latitude,longitude,distance_km,geofilter,geofilter_reason,coordinate_source,phone,normalized_phone,website,instagram_handle,instagram_url,facebook_url,google_maps_cid,verified_date,operating_status,url,instagram_enrich_source,instagram_enrich_date,instagram_enrich_confidence
De Gustibus Bakery,restaurant,Puerto Viejo,9.658911,-82.750145,0.522,pass,area_included:Puerto Viejo,array,+506 2756 8397,+50627568397,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7960369-Reviews-De_Gustibus_Bakery-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,bakerydegustibus,https://www.instagram.com/bakerydegustibus,https://www.facebook.com/degustibusbakery,9034432070677152199,2026-03-16,active,https://www.puertoviejosatellite.com/en/puerto-viejo/de-gustibus-bakery/,,,
El Dragón,restaurant,Puerto Viejo,9.658958,-82.751234,0.456,pass,area_included:Puerto Viejo,array,+506 6410 0334,+50664100334,https://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d19939214-Reviews-El_Dragon-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/ElDragon.pv,15307063167947850855,2026-03-22,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-dragon/,,,
La Esquina Boruca Pizzeria,restaurant,Puerto Viejo,9.657459,-82.753644,0.232,pass,area_included:Puerto Viejo,array,+506 2750 0180,+50627500180,,laesquinaboruca,https://www.instagram.com/laesquinaboruca,https://www.facebook.com/Pizza-Boruca-364111877122598/,6285696364079021471,2026-03-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-esquina-boruca-pizzeria/,,,
"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.644572,-82.728105,3.013,pass,area_included:Cocles,array,+506 8383 2176,+50683832176,,wearegigibeach,https://www.instagram.com/wearegigibeach,https://www.facebook.com/wearegigibeach,6039954764509566896,2026-02-27,active,https://www.puertoviejosatellite.com/en/cocles/gigi-beach/,,,
Grow Beachfront Restaurant,restaurant,Puerto Viejo,9.657929,-82.75513,0.345,pass,area_included:Puerto Viejo,array,+506 8370 6334,+50683706334,,growpuertoviejo,https://www.instagram.com/growpuertoviejo,https://www.facebook.com/Grow.pv,11456769578958313273,2026-03-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/grow-beachfront-restaurant/,,,
"GypSea Café - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.637357,-82.708049,5.351,pass,area_included:Playa Chiquita,array,+506 2750 2016,+50627502016,,gypsea_cafe,https://www.instagram.com/gypsea_cafe,https://www.facebook.com/gypseaplayachiquita,,2025-07-21,active,https://www.puertoviejosatellite.com/en/playa-chiquita/gypsea-cafe/,,,
Hot Rocks,restaurant,Puerto Viejo,9.657505,-82.753948,0.245,pass,area_included:Puerto Viejo,array,+506 8708 3183,+50687083183,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7129145-Reviews-Hot_Rocks_Restaurant_Bar_Bands_Musicians-Puerto_Viejo_de_Talamanca_Province_of_Li.html,,,https://www.facebook.com/HOT-ROCKS-228927457295616,17658715504289400300,2026-02-04,active,https://www.puertoviejosatellite.com/en/puerto-viejo/hot-rocks/,,,
"Il Fiore Rosso - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651089,-82.738019,1.742,pass,area_included:Cocles,array,+506 8402 3939,+50684023939,,ilfiorerossocr,https://www.instagram.com/ilfiorerossocr,,16900161777165927286,2025-12-15,active,https://www.puertoviejosatellite.com/en/cocles/il-fiore-rosso/,,,
Island City Wingz N Tingz,restaurant,Puerto Viejo,9.658425,-82.751827,0.373,pass,area_included:Puerto Viejo,array,+506 7253 1188,+50672531188,,Islandcitypuertoviejo,https://www.instagram.com/Islandcitypuertoviejo,https://www.facebook.com/Islandcityenglish,4325961701237139165,2026-02-17,active,https://www.puertoviejosatellite.com/en/puerto-viejo/island-city-wingz-n-tingz/,,,
Joe Snack Point,restaurant,Puerto Viejo,9.653914,-82.754626,0.22,pass,area_included:Puerto Viejo,array,+506 2750 0379,+50627500379,,,,https://www.facebook.com/joe.snackpoint,13515529363295537137,2026-03-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/joe-snack-point/,,,
KOKi Beach,restaurant,Puerto Viejo,9.657552,-82.752671,0.249,pass,area_included:Puerto Viejo,array,+506 8505 9191,+50685059191,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1593118-Reviews-KOKi_Beach_Restaurant_Bar-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,kokibeach,https://www.instagram.com/kokibeach,https://www.facebook.com/KOKIBEACH,94575443808973745,2026-02-28,active,https://www.puertoviejosatellite.com/en/puerto-viejo/koki-beach/,,,
"La Leyenda de L'Antico Forno en El Establo de Bruce - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.637206,-82.708053,5.357,pass,area_included:Playa Chiquita,array,,,https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d17535993-Reviews-La_Leyenda_de_L_Antico_Forno_en_El_Establo_de_Bruce-Puerto_Viejo_de_Talamanca_Pr.html,la_leyenda_pizzeria,https://www.instagram.com/la_leyenda_pizzeria,,9490671975575104119,2025-08-19,active,https://www.puertoviejosatellite.com/en/playa-chiquita/la-leyenda-de-lantico-forno-en-el-establo-de-bruce/,,,
Lidia's Place,restaurant,Puerto Viejo,9.656085,-82.752147,0.148,pass,area_included:Puerto Viejo,array,+506 2750 0598,+50627500598,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1975179-Reviews-Restaurante_Lidia_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,17217796188356524660,2026-02-06,active,https://www.puertoviejosatellite.com/en/puerto-viejo/lidias-place/,,,
"Lizzie 1872 - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.644204,-82.732777,2.571,pass,area_included:Cocles,array,,,,1872restaurant_,https://www.instagram.com/1872restaurant_,,9175324429067544765,2025-08-20,active,https://www.puertoviejosatellite.com/en/cocles/lizzie-1872/,,,
Madre Tierra,restaurant,Puerto Viejo,9.657614,-82.755151,0.319,pass,area_included:Puerto Viejo,array,+506 2750 2083,+50627502083,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d6457445-Reviews-Madre_Tierra-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/madretierrapuerto,18001671055676159782,2026-02-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/madre-tierra/,,,
McCloud's Munchies,restaurant,Puerto Viejo,9.658811,-82.751462,0.429,pass,area_included:Puerto Viejo,array,,,,mccloudsmunchies,https://www.instagram.com/mccloudsmunchies,,15751918209348819421,2025-12-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/mcclouds-munchies/,,,
"Mixta Comida y Cócteles - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638235,-82.712186,4.895,pass,area_included:Playa Chiquita,array,,,,mixtacr,https://www.instagram.com/mixtacr,https://www.facebook.com/profile.php?id=61563006388222,14864163845916515215,2025-11-02,active,https://www.puertoviejosatellite.com/en/playa-chiquita/mixta-comida-y-cocteles/,,,
Nanku,restaurant,Puerto Viejo,9.65783,-82.754206,0.288,pass,area_included:Puerto Viejo,array,+506 8835 4041,+50688354041,,nanku.puertoviejo,https://www.instagram.com/nanku.puertoviejo,,8398495366730310888,2026-03-05,active,https://www.puertoviejosatellite.com/en/puerto-viejo/nanku/,,,
"La Nena - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.64465,-82.729846,2.835,pass,area_included:Cocles,array,+506 2537 9791,+50625379791,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g1212465-d10495635-Reviews-La_Nena-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/LaNenaCocles,9689238987282057380,2025-11-22,active,https://www.puertoviejosatellite.com/en/cocles/la-nena/,,,
"Otra Vez - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638966,-82.71295,4.786,pass,area_included:Playa Chiquita,array,+506 2750 0162,+50627500162,,otravezplayachiquita,https://www.instagram.com/otravezplayachiquita,,14004683085019934949,2026-02-19,active,https://www.puertoviejosatellite.com/en/playa-chiquita/otra-vez/,,,
"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,9.654963,-82.765915,1.384,pass,area_included:Playa Negra,array,+506 6274 1880,+50662741880,,,,,1774712170744498946,2025-10-01,active,https://www.puertoviejosatellite.com/en/playa-negra/el-pampa-asador/,,,
La Parada Cafeteria,restaurant,Puerto Viejo,9.656646,-82.756,0.327,pass,area_included:Puerto Viejo,array,+506 2750 0558,+50627500558,,,,,17702928579971376532,2026-01-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/la-parada-cafeteria/,,,
Paradise Comida Caribeña,restaurant,Puerto Viejo,9.656389,-82.754675,0.187,pass,area_included:Puerto Viejo,array,+506 8467 3550,+50684673550,,paradisepuertoviejo,https://www.instagram.com/paradisepuertoviejo,,14475003202983918509,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/paradise-comida-caribena/,,,
"Pecora Nera - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.64402,-82.729111,2.938,pass,area_included:Cocles,array,+506 8402 2335,+50684022335,,lapecoraneracr,https://www.instagram.com/lapecoraneracr,,,2025-08-17,active,https://www.puertoviejosatellite.com/en/cocles/pecora-nera/,,,
"Pizzeria Pulcinella - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638203,-82.711634,4.952,pass,area_included:Playa Chiquita,array,+506 2756 8274,+50627568274,,elnidoepulecenella,https://www.instagram.com/elnidoepulecenella,https://www.facebook.com/Pizzeria-Pulcinella-863229423731178/,16086292581675314185,2025-09-03,active,https://www.puertoviejosatellite.com/en/playa-chiquita/pizzeria-pulcinella/,,,
The Point Smash Burgers,restaurant,Puerto Viejo,9.656961,-82.754354,0.209,pass,area_included:Puerto Viejo,array,+506 2756 8491,+50627568491,,thepoint.pv,https://www.instagram.com/thepoint.pv,https://www.facebook.com/profile.php?id=61572556746683,4697431774628734956,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/the-point-smash-burgers/,,,
Port Vell,restaurant,Puerto Viejo,9.656562,-82.75548,0.272,pass,area_included:Puerto Viejo,array,+506 6038 8624,+50660388624,https://www.dpbolvw.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d8619430-Reviews-Port_Vell-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,portvellcr,https://www.instagram.com/portvellcr,,2996335063703875502,2026-03-31,active,https://www.puertoviejosatellite.com/en/puerto-viejo/port-vell/,,,
Puerto Pirata,restaurant,Puerto Viejo,9.657761,-82.755307,0.343,pass,area_included:Puerto Viejo,array,+506 2750 0459,+50627500459,https://www.tkqlhce.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d3930312-Reviews-Puerto_Pirata_Beach-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,puertopirata.tikibar,https://www.instagram.com/puertopirata.tikibar,https://www.facebook.com/puertopirata.tikibar,15140435167806983758,2026-04-03,active,https://www.puertoviejosatellite.com/en/puerto-viejo/puerto-pirata/,,,
"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.638323,-82.712402,4.869,pass,area_included:Playa Chiquita,array,+506 8634 6404,+50686346404,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2193443-Reviews-Pura_Gula-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,puragularestaurante,https://www.instagram.com/puragularestaurante,https://www.facebook.com/pages/Pura-Gula-restaurant/238614606151459,,2025-08-30,active,https://www.puertoviejosatellite.com/en/playa-chiquita/pura-gula-restaurant/,,,
"Que Quilombo - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.639004,-82.715306,4.547,pass,area_included:Playa Chiquita,array,+506 6028 0423,+50660280423,https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g12673094-d15644592-Reviews-Que_Quilombo-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,quequilombo.cr,https://www.instagram.com/quequilombo.cr,https://www.facebook.com/quequilombopv,16434729007440247088,2025-07-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/que-quilombo/,,,
"El Refugio Grill - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,9.634155,-82.684414,7.912,pass,area_included:Punta Uva,array,+506 2759 9007,+50627599007,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d1537456-Reviews-El_Refugio_Grill-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/elrefugiogrill,17060511891850618747,2025-07-31,active,https://www.puertoviejosatellite.com/en/punta-uva/el-refugio-grill/,,,
"Reggae Chill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.65257,-82.739493,1.546,pass,area_included:Cocles,array,+506 7038 6231,+50670386231,,reggaechill,https://www.instagram.com/reggaechill,https://www.facebook.com/reggaechillrestaurant,15379756172704945472,2025-08-22,active,https://www.puertoviejosatellite.com/en/cocles/reggae-chill/,,,
Restaurante Bar Tamara,restaurant,Puerto Viejo,9.657281,-82.753849,0.218,pass,area_included:Puerto Viejo,array,,,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d2316363-Reviews-Restaurante_Tamara-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,tamararestaurante,https://www.instagram.com/tamararestaurante,,4015454567044906676,2026-03-07,active,https://www.puertoviejosatellite.com/en/puerto-viejo/restaurante-bar-tamara/,,,
Restaurante Nema,restaurant,Puerto Viejo,9.658618,-82.751555,0.406,pass,area_included:Puerto Viejo,array,+506 2750-0085,+50627500085,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8697383-Reviews-Nema_Bar_y_Restaurante-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,7919869702409355075,2026-03-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/restaurante-nema/,,,
Restaurante Riquísimo,restaurant,Puerto Viejo,9.657389,-82.753954,0.232,pass,area_included:Puerto Viejo,array,+506 2750 0367,+50627500367,https://www.tkqlhce.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d4163712-Reviews-Soda_riquisimo-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,https://www.facebook.com/Restaurante-Riqu%C3%ADsimo-CR-333747447514616/,9970954456776975626,2026-02-27,active,https://www.puertoviejosatellite.com/en/puerto-viejo/restaurante-riquisimo/,,,
"El Rincon Porteño - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.643392,-82.723129,3.567,pass,area_included:Playa Chiquita,array,+506 8499 2651,+50684992651,https://www.anrdoezrs.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g1212465-d14789061-Reviews-El_Rincon_Porteno-Cocles_Puerto_Viejo_de_Talamanca_Province_of_Limon.html,elrinconporteno_pv,https://www.instagram.com/elrinconporteno_pv,https://www.facebook.com/elrinconporteno.pv,12004515342485209052,2025-08-31,active,https://www.puertoviejosatellite.com/en/playa-chiquita/el-rincon-porteno/,,,
Roly Caribbean Food,restaurant,Puerto Viejo,9.656312,-82.755828,0.295,pass,area_included:Puerto Viejo,array,+506 6090 8066,+50660908066,,roly.caribbean.food,https://www.instagram.com/roly.caribbean.food,,16999591583866751916,2026-04-02,active,https://www.puertoviejosatellite.com/en/puerto-viejo/roly-caribbean-food/,,,
"La Ruedita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.637714,-82.704297,5.721,pass,area_included:Playa Chiquita,array,+506 6028 0423,+50660280423,,la_ruedita_cr,https://www.instagram.com/la_ruedita_cr,https://www.facebook.com/quequilombo.parrilla,1919422794756532278,2025-09-03,active,https://www.puertoviejosatellite.com/en/playa-chiquita/la-ruedita/,,,
El Sabor Tico,restaurant,Puerto Viejo,9.656665,-82.754633,0.203,pass,area_included:Puerto Viejo,array,+506 8876 5020,+50688765020,,,,,7269480960058336334,2026-03-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sabor-tico/,,,
Samurai Fusion,restaurant,Puerto Viejo,9.658118,-82.751913,0.338,pass,area_included:Puerto Viejo,array,+506 8770 7502,+50687707502,https://www.dpbolvw.net/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d24135534-Reviews-Samuray_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,samurai_wolaba,https://www.instagram.com/samurai_wolaba,https://www.facebook.com/samuraiwolaba/,8353793036632461139,2025-05-09,closed,https://www.puertoviejosatellite.com/en/puerto-viejo/samurai-fusion/,,,
"Selvin's Restaurant and Cabinas - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",restaurant,Punta Uva,9.636339,-82.699482,6.269,pass,area_included:Punta Uva,array,,,,selvinsrestauranteycabinas,https://www.instagram.com/selvinsrestauranteycabinas,https://www.facebook.com/restauranteselvin,16977709915965621211,2025-09-18,active,https://www.puertoviejosatellite.com/en/punta-uva/selvins-restaurant-and-cabinas/,,,
El Sendero Beach Club,restaurant,Puerto Viejo,9.659438,-82.750938,0.518,pass,area_included:Puerto Viejo,array,+506 8635 4721,+50686354721,,senderobeachclub,https://www.instagram.com/senderobeachclub,https://www.facebook.com/profile.php?id=100088694503326&mibextid=ZbWKwL,11811768080109070447,2026-05-21,active,https://www.puertoviejosatellite.com/en/puerto-viejo/el-sendero-beach-club/,,,
SOCA Restaurant,restaurant,Puerto Viejo,9.657759,-82.752478,0.277,pass,area_included:Puerto Viejo,array,+506 8505 1414,+50685051414,https://www.jdoqocy.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g309265-d23838043-Reviews-Soca-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,socarestaurant,https://www.instagram.com/socarestaurant,https://www.facebook.com/wahappencaribe,12232799133081119632,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soca-restaurant/,,,
"Soda Playa Chiquita - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.63738,-82.706807,5.476,pass,area_included:Playa Chiquita,array,,,"https://www.kqzyfj.com/click-2369666-11552042?url=https%3A%2F%2Fwww.tripadvisor.com%2FRestaurant_Review-g12673094-d19894126-Reviews-Soda_Playa_Chiquita-Playa_Chiquita_Puerto_Viejo_de_Talamanca_Province_of_Limon.html
",,,https://www.facebook.com/soda.chiquita,10526256393366740216,2025-09-01,active,https://www.puertoviejosatellite.com/en/playa-chiquita/soda-playa-chiquita/,,,
Soda Shekiná,restaurant,Puerto Viejo,9.654707,-82.753821,0.096,pass,area_included:Puerto Viejo,array,+506 2750 0549,+50627500549,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d12580946-Reviews-Soda_Shekina-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,,,,11963087103971381770,2026-01-01,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soda-shekina/,,,
"El Sol del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.650412,-82.737255,1.844,pass,area_included:Cocles,array,+506 2750 2048,+50627502048,,resta_soldelcaribe,https://www.instagram.com/resta_soldelcaribe,,,2025-08-05,active,https://www.puertoviejosatellite.com/en/cocles/el-sol-del-caribe/,,,
Soulsurfer,restaurant,Puerto Viejo,9.656119,-82.753694,0.091,pass,area_included:Puerto Viejo,array,+506 8657 4263,+50686574263,,soulsurfer_puertoviejo,https://www.instagram.com/soulsurfer_puertoviejo,https://www.facebook.com/soulsurferpuertoviejo,5800050942790570331,2026-03-07,active,https://www.puertoviejosatellite.com/en/puerto-viejo/soulsurfer/,,,
"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.643598,-82.722066,3.667,pass,area_included:Playa Chiquita,array,+506 2750-0584,+50627500584,,spicycoconutpv,https://www.instagram.com/spicycoconutpv,https://www.facebook.com/spicycoconutpv,9500835097815952703,2025-12-10,active,https://www.puertoviejosatellite.com/en/playa-chiquita/spicy-coconut/,,,
Stashu's Con Fusion,restaurant,Puerto Viejo,9.656973,-82.75385,0.185,pass,area_included:Puerto Viejo,array,+506 8385-6887,+50683856887,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d969594-Reviews-Stashus_con_Fusion-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,stashusconfusion,https://www.instagram.com/stashusconfusion,https://www.facebook.com/Stashus-Con-Fusion-175927065802353/,12889418516397438139,2026-03-08,active,https://www.puertoviejosatellite.com/en/puerto-viejo/stashus-con-fusion/,,,
"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651643,-82.738553,1.67,pass,area_included:Cocles,array,+506 8651 3100,+50686513100,,sushiwavecocles,https://www.instagram.com/sushiwavecocles,,18334594677246073631,2025-09-01,active,https://www.puertoviejosatellite.com/en/cocles/sushi-wave/,,,
Todo Es Posible,restaurant,Puerto Viejo,9.657728,-82.745936,0.848,pass,area_included:Puerto Viejo,array,+506 2756 8484,+50627568484,,,,,,2026-03-20,active,https://www.puertoviejosatellite.com/en/puerto-viejo/todo-es-posible/,,,
"Zaika Bar & Grill - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.643108,-82.726111,3.279,pass,area_included:Cocles,array,+506 8800 7708,+50688007708,,zaikacocles,https://www.instagram.com/zaikacocles,https://www.facebook.com/zaikacocles,4581732904956358033,2025-07-15,active,https://www.puertoviejosatellite.com/en/cocles/zaika-bar-and-grill/,,,
Clan Vibes Club,restaurant,Puerto Viejo,9.65777,-82.754227,0.282,pass,area_included:Puerto Viejo,array,,,,clanvibes_club,https://www.instagram.com/clanvibes_club,,7459202686588347907,2026-02-13,active,https://www.puertoviejosatellite.com/en/puerto-viejo/clan-vibes-club/,,,
"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9.643853,-82.7194,3.932,pass,area_included:Playa Chiquita,array,+506 2750 0131,+50627500131,,,,,5875257995302760665,2025-07-15,active,https://www.puertoviejosatellite.com/en/playa-chiquita/da-lime-beach-club-and-restaurant/,,,
Green Jaguar Irish Gastro Pub,restaurant,Puerto Viejo,9.657357,-82.752287,0.244,pass,area_included:Puerto Viejo,array,+506 8835 4041,+50688354041,,greenjaguar.pv,https://www.instagram.com/greenjaguar.pv,https://www.facebook.com/profile.php?id=100083189685714,14220452903198803816,2026-03-15,active,https://www.puertoviejosatellite.com/en/puerto-viejo/green-jaguar-irish-gastro-pub/,,,
Johnny's Place,restaurant,Puerto Viejo,9.658165,-82.754874,0.353,pass,area_included:Puerto Viejo,array,+506 2750 0200,+50627500200,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d7131062-Reviews-Johnny_s_Place-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,johnnysplacepv,https://www.instagram.com/johnnysplacepv,https://www.facebook.com/JohnnysPlacePuertoViejo,3484755376915308939,2026-03-05,active,https://www.puertoviejosatellite.com/en/puerto-viejo/johnnys-place/,,,
"Playa Negra Brewing - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,9.653931,-82.758651,0.609,pass,area_included:Playa Negra,array,+506 2750 0690,+50627500690,,,,https://www.facebook.com/BriBriSpringsBrewery,8816532573875491055,2025-07-16,active,https://www.puertoviejosatellite.com/en/playa-negra/playa-negra-brewing/,,,
Salsa Brava Beach Bar,restaurant,Puerto Viejo,9.659072,-82.751347,0.461,pass,area_included:Puerto Viejo,array,+506 8317 4029,+50683174029,http://www.anrdoezrs.net/links/2369666/type/dlg/https://www.tripadvisor.com/Restaurant_Review-g309265-d8368375-Reviews-Salsa_Brava-Puerto_Viejo_de_Talamanca_Province_of_Limon.html,salsabravapuertoviejo,https://www.instagram.com/salsabravapuertoviejo,https://www.facebook.com/SalsaBravaBeachBar,15009365918254941244,2026-03-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/salsa-brava-beach-bar/,,,
7 Ice Creams,restaurant,Puerto Viejo,9.657013,-82.754243,0.207,pass,area_included:Puerto Viejo,array,+506 8866 8865,+50688668865,,7ice_creams,https://www.instagram.com/7ice_creams,,13904096282139076225,2026-02-16,active,https://www.puertoviejosatellite.com/en/puerto-viejo/7-ice-creams/,,,
"Baya Baya Café - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651731,-82.738687,1.653,pass,area_included:Cocles,array,+506 8702 5114,+50687025114,,bayabaya.puertoviejo,https://www.instagram.com/bayabaya.puertoviejo,,16439982460016547770,2026-05-25,active,https://www.puertoviejosatellite.com/en/cocles/baya-baya-cafe/,,,
Bloom Cafe & Donas,restaurant,Puerto Viejo,9.655791,-82.75402,0.09,pass,area_included:Puerto Viejo,array,+506 8661 2372,+50686612372,,bloomdonas,https://www.instagram.com/bloomdonas,,3622931891880684663,2026-02-11,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bloom-cafe-donas/,,,
BOA Coworking,restaurant,Puerto Viejo,9.657341,-82.752241,0.245,pass,area_included:Puerto Viejo,array,,,,boapuertoviejo,https://www.instagram.com/boapuertoviejo,,9729510481461644038,2026-01-09,active,https://www.puertoviejosatellite.com/en/puerto-viejo/boa-coworking/,,,
Bread and Chocolate,restaurant,Puerto Viejo,9.656381,-82.753803,0.122,pass,area_included:Puerto Viejo,array,+506 2750-0723,+50627500723,,,,,3667327054410327456,2026-02-11,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-and-chocolate/,,,
Bread What What,restaurant,Puerto Viejo,9.658457,-82.752243,0.359,pass,area_included:Puerto Viejo,array,+506 8814 8984,+50688148984,,breadwhatwhatcoffee,https://www.instagram.com/breadwhatwhatcoffee,https://www.facebook.com/p/Bread-what-what-100076592611660/,15524106146082438383,2026-03-24,active,https://www.puertoviejosatellite.com/en/puerto-viejo/bread-what-what/,,,
"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,9.651811,-82.738791,1.64,pass,area_included:Cocles,array,+506 6429 7402,+50664297402,,cafedelmar.pv,https://www.instagram.com/cafedelmar.pv,,11273521356461778959,2025-09-26,active,https://www.puertoviejosatellite.com/en/cocles/cafe-del-mar/,,,
